0.759, 0.881, Class 1.
0.774, 0.896, Class 1.
0.811, 0.859, Class 1.
0.816, 0.901, Class 1.
0.767, 0.943, Class 1.
0.835, 0.918, Class 1.
0.775, 0.870, Class 1.
0.791, 0.866, Class 1.
0.771, 0.943, Class 1.
0.834, 0.833, Class 1.
0.800, 0.892, Class 1.
0.759, 0.905, Class 1.
0.844, 0.939, Class 1.
0.772, 0.873, Class 1.
0.785, 0.909, Class 1.
0.785, 0.916, Class 1.
0.848, 0.856, Class 1.
0.828, 0.882, Class 1.
0.798, 0.902, Class 1.
0.791, 0.817, Class 1.
0.758, 0.951, Class 1.
0.823, 0.905, Class 1.
0.772, 0.873, Class 1.
0.780, 0.866, Class 1.
0.806, 0.875, Class 1.
0.778, 0.873, Class 1.
0.786, 0.900, Class 1.
0.772, 0.847, Class 1.
0.814, 0.887, Class 1.
0.828, 0.911, Class 1.
0.726, 0.890, Class 1.
0.776, 0.909, Class 1.
0.748, 0.877, Class 1.
0.705, 0.939, Class 1.
0.772, 0.961, Class 1.
0.794, 0.907, Class 1.
0.768, 0.890, Class 1.
0.769, 0.894, Class 1.
0.765, 0.840, Class 1.
0.752, 0.900, Class 1.
0.760, 0.891, Class 1.
0.767, 0.896, Class 1.
0.719, 0.836, Class 1.
0.730, 0.900, Class 1.
0.766, 0.889, Class 1.
0.724, 0.874, Class 1.
0.705, 0.879, Class 1.
0.778, 0.932, Class 1.
0.790, 0.892, Class 1.
0.746, 0.862, Class 1.
0.717, 0.916, Class 1.
0.641, 0.904, Class 1.
0.701, 0.867, Class 1.
0.660, 0.899, Class 1.
0.691, 0.865, Class 1.
0.673, 0.801, Class 1.
0.720, 0.929, Class 1.
0.648, 0.886, Class 1.
0.627, 0.861, Class 1.
0.646, 0.892, Class 1.
0.645, 0.908, Class 1.
0.542, 0.860, Class 1.
0.598, 0.908, Class 1.
0.605, 0.908, Class 1.
0.640, 0.910, Class 1.
0.577, 0.896, Class 1.
0.619, 0.896, Class 1.
0.640, 0.830, Class 1.
0.573, 0.915, Class 1.
0.604, 0.867, Class 1.
0.480, 0.854, Class 1.
0.553, 0.831, Class 1.
0.560, 0.887, Class 1.
0.574, 0.885, Class 1.
0.527, 0.884, Class 1.
0.495, 0.889, Class 1.
0.553, 0.917, Class 1.
0.560, 0.866, Class 1.
0.524, 0.893, Class 1.
0.550, 0.874, Class 1.
0.480, 0.856, Class 1.
0.459, 0.892, Class 1.
0.430, 0.884, Class 1.
0.469, 0.884, Class 1.
0.477, 0.881, Class 1.
0.475, 0.841, Class 1.
0.446, 0.917, Class 1.
0.427, 0.866, Class 1.
0.453, 0.823, Class 1.
0.477, 0.858, Class 1.
0.468, 0.841, Class 1.
0.406, 0.875, Class 1.
0.448, 0.830, Class 1.
0.467, 0.883, Class 1.
0.458, 0.837, Class 1.
0.426, 0.872, Class 1.
0.460, 0.847, Class 1.
0.475, 0.875, Class 1.
0.431, 0.843, Class 1.
0.436, 0.888, Class 1.
0.433, 0.793, Class 1.
0.408, 0.820, Class 1.
0.398, 0.887, Class 1.
0.326, 0.786, Class 1.
0.391, 0.851, Class 1.
