0.014, 0.954, Class 1.
0.048, 0.950, Class 1.
0.000, 0.998, Class 1.
-0.026, 1.002, Class 1.
0.056, 0.899, Class 1.
0.044, 0.958, Class 1.
0.025, 0.958, Class 1.
-0.014, 0.950, Class 1.
0.017, 0.969, Class 1.
-0.049, 1.008, Class 1.
0.042, 1.004, Class 1.
0.065, 0.936, Class 1.
0.085, 0.977, Class 1.
0.014, 1.010, Class 1.
0.085, 1.004, Class 1.
0.052, 0.923, Class 1.
0.082, 0.950, Class 1.
0.115, 0.967, Class 1.
0.075, 0.905, Class 1.
0.041, 1.006, Class 1.
0.123, 1.028, Class 1.
0.104, 1.000, Class 1.
0.079, 1.026, Class 1.
0.069, 0.938, Class 1.
0.083, 0.965, Class 1.
0.100, 0.968, Class 1.
0.101, 0.931, Class 1.
0.128, 0.947, Class 1.
0.087, 0.917, Class 1.
0.106, 0.963, Class 1.
0.133, 0.938, Class 1.
0.173, 0.954, Class 1.
0.193, 0.939, Class 1.
0.192, 0.926, Class 1.
0.179, 1.001, Class 1.
0.146, 0.983, Class 1.
0.143, 0.937, Class 1.
0.167, 0.985, Class 1.
0.132, 0.930, Class 1.
0.132, 0.911, Class 1.
0.187, 1.042, Class 1.
0.217, 1.007, Class 1.
0.193, 0.974, Class 1.
0.159, 0.960, Class 1.
0.152, 0.958, Class 1.
0.180, 0.994, Class 1.
0.191, 0.960, Class 1.
0.215, 1.000, Class 1.
0.219, 0.923, Class 1.
0.207, 0.940, Class 1.
0.246, 0.970, Class 1.
0.227, 0.985, Class 1.
0.229, 0.934, Class 1.
0.262, 0.983, Class 1.
0.227, 0.956, Class 1.
0.187, 0.971, Class 1.
0.249, 0.964, Class 1.
0.263, 0.877, Class 1.
0.212, 0.926, Class 1.
0.220, 0.974, Class 1.
0.239, 0.985, Class 1.
0.222, 0.985, Class 1.
0.292, 0.981, Class 1.
0.324, 0.993, Class 1.
0.249, 0.941, Class 1.
0.291, 0.965, Class 1.
0.318, 0.950, Class 1.
0.295, 0.968, Class 1.
0.259, 0.968, Class 1.
0.257, 0.904, Class 1.
0.264, 0.960, Class 1.
0.297, 0.985, Class 1.
0.290, 0.961, Class 1.
0.286, 0.972, Class 1.
0.262, 0.934, Class 1.
0.356, 0.951, Class 1.
0.294, 0.949, Class 1.
0.273, 0.922, Class 1.
0.286, 0.930, Class 1.
0.302, 0.983, Class 1.
0.342, 1.018, Class 1.
0.349, 1.032, Class 1.
0.357, 0.993, Class 1.
0.325, 0.988, Class 1.
0.379, 0.888, Class 1.
0.370, 1.034, Class 1.
0.286, 0.965, Class 1.
0.385, 0.997, Class 1.
0.363, 0.938, Class 1.
0.344, 0.999, Class 1.
0.396, 1.001, Class 1.
0.392, 0.918, Class 1.
0.355, 0.993, Class 1.
0.421, 0.908, Class 1.
0.405, 0.977, Class 1.
0.361, 0.973, Class 1.
0.419, 0.996, Class 1.
0.390, 0.971, Class 1.
0.372, 0.974, Class 1.
0.377, 0.946, Class 1.
0.406, 0.974, Class 1.
0.471, 0.967, Class 1.
0.402, 0.962, Class 1.
0.415, 0.958, Class 1.
0.440, 0.970, Class 1.
0.476, 0.977, Class 1.
0.430, 0.941, Class 1.
0.414, 0.955, Class 1.
0.456, 0.978, Class 1.
0.413, 0.970, Class 1.
0.467, 0.958, Class 1.
0.447, 0.978, Class 1.
0.457, 0.940, Class 1.
0.450, 0.954, Class 1.
0.500, 1.032, Class 1.
0.514, 0.926, Class 1.
0.464, 0.998, Class 1.
0.531, 0.954, Class 1.
0.455, 0.973, Class 1.
0.439, 0.961, Class 1.
0.555, 0.966, Class 1.
0.480, 0.934, Class 1.
0.449, 0.929, Class 1.
0.503, 1.002, Class 1.
0.469, 1.000, Class 1.
0.467, 0.970, Class 1.
0.492, 0.995, Class 1.
0.465, 0.987, Class 1.
0.497, 0.981, Class 1.
0.528, 0.953, Class 1.
0.499, 0.929, Class 1.
0.479, 0.941, Class 1.
0.500, 0.959, Class 1.
0.504, 0.965, Class 1.
0.538, 0.966, Class 1.
0.494, 0.937, Class 1.
